"time","engage_practice","infrastru_campus","aware_group","course_take","more_course","mandate_course","statement_important","environ_issue","scholarship","apply_schloarship","event","motive_event","hs_course","hs_course_take","fee","reward","punish","reward_effect","punish_effect","peer_practice","peer_practice_often","college","off_on_campus","gender","student_status","edu_level","nccu_year","income","continent","parent_edu","gpa"
"2023-11-07 23:11:58",6,"Solar Panels, Recycling Bins, Electric Scooter","I was not aware that NCCU has a Sustainability Working Group.","1.0",5,3,"Human induced climate change is occurring at some level, Humankind will die out if we don't live in tune with nature, Every time we use coal, oil or gas we contribute to climate change, Carbon dioxide is the primary gas responsible for the greenhouse effect, Environmental issues are very important to me","Low Carbon Campus (Emissions, Building, Dining, Transportation, Procurement), Energy Conservation and Renewables","Yes",2,2,"Interest in environmental issues, Desire to learn more about sustainability","Yes","0.0",4,"Yes","No",3,1,"Yes","Everyday","College of Social Sciences","Off-campus","Male","International student","Master's Student","1-2","","","",""
"2023-11-08 08:17:46",5,"Recycling Bins","I was not aware that NCCU has a Sustainability Working Group.","None",4,2,"Human induced climate change is occurring at some level, Humankind will die out if we don't live in tune with nature, Carbon dioxide is the primary gas responsible for the greenhouse effect, The government should take an active role in the global effort to curb the problem of rapid climate change, Environmental issues are very important to me","Energy Conservation and Renewables, Biodiversity Conservation","No",1,0,"Interest in environmental issues","No","0.0",2,"No","No",2,2,"Yes","Once a week","College of Social Sciences","Off-campus","Female","International student","Master's Student","1-2","","","Bachelor's Degree","3~3.99"
"2023-11-08 11:44:09",3,"LED lighting, Recycling Bins","I was aware that NCCU has a Sustainability Working Group, but I do not know where it is.","1.0",2,2,"Human induced climate change is occurring at some level, Humankind will die out if we don't live in tune with nature, The government should take an active role in the global effort to curb the problem of rapid climate change","Water Management, Waste Minimization and Disposal, Biodiversity Conservation","Yes",2,3,"Course or program requirement","Yes","2.0",3,"No","No",5,4,"Yes","Once a month","International College of Innovation","On-campus","Female","Domestic student","Undergraduate","1-2","Less than 24,999","South Asia","Bachelor's Degree","Above 4"
"2023-11-10 15:41:30",3,"Recycling Bins","I was not aware that NCCU has a Sustainability Working Group.","2.0",3,4,"Humankind will die out if we don't live in tune with nature, The government should take an active role in the global effort to curb the problem of rapid climate change","Waste Minimization and Disposal","Yes",2,0,"Course or program requirement","Yes","3.0",3,"No","No",4,4,"No","Once a year","International College of Innovation","Off-campus","Female","International student","Undergraduate","2-3","Higher than 100,000","Eastern Asia","PhD","3~3.99"
"2023-11-10 15:53:12",4,"LED lighting, Solar Panels, Recycling Bins, Electric Bus, Electric Scooter","I was not aware that NCCU has a Sustainability Working Group.","1.0",3,4,"Human induced climate change is occurring at some level, The government should take an active role in the global effort to curb the problem of rapid climate change","Low Carbon Campus (Emissions, Building, Dining, Transportation, Procurement), Energy Conservation and Renewables, Water Management, Waste Minimization and Disposal","No",3,1,"Interest in environmental issues, Desire to learn more about sustainability, To support campus sustainability initiatives, Social interaction with like-minded individuals, Course or program requirement","No","0.0",2,"No","No",3,4,"Yes","Once a week","College of Social Sciences","On-campus","Male","International student","Master's Student","1-2","25,000-49,999","Southeast Asia","Bachelor's Degree","Above 4"
"2023-11-10 16:22:07",5,"LED lighting, Electric Bus, Electric Scooter","I was aware that NCCU has a Sustainability Working Group, and I know where it is.","3.0",5,4,"Carbon dioxide is the primary gas responsible for the greenhouse effect, The government should take an active role in the global effort to curb the problem of rapid climate change","Low Carbon Campus (Emissions, Building, Dining, Transportation, Procurement), Energy Conservation and Renewables, Water Management, Waste Minimization and Disposal, Resilience, Adaptation and Disaster Mitigation","No",5,1,"Desire to learn more about sustainability, Social interaction with like-minded individuals","No","0.0",1,"Yes","No",1,1,"No","Once a year","College of Social Sciences","Off-campus","","Domestic student","Master's Student","1-2","","Eastern Asia","",""
"2023-11-10 16:31:50",5,"Recycling Bins","I was aware that NCCU has a Sustainability Working Group, but I do not know where it is.","1.0",5,5,"Every time we use coal, oil or gas we contribute to climate change, The government should take an active role in the global effort to curb the problem of rapid climate change","Energy Conservation and Renewables, Waste Minimization and Disposal","No",5,0,"Interest in environmental issues, Desire to learn more about sustainability, To support campus sustainability initiatives","No","0.0",5,"Yes","No",3,1,"Yes","Everyday","College of Social Sciences","Off-campus","Male","International student","Master's Student","1-2","50,000-74,999","Europe","PhD","Above 4"
"2023-11-10 18:14:20",2,"LED lighting, Solar Panels, Recycling Bins, Electric Scooter","I was not aware that NCCU has a Sustainability Working Group.","1.0",3,5,"Every time we use coal, oil or gas we contribute to climate change, Carbon dioxide is the primary gas responsible for the greenhouse effect","Water Management, Waste Minimization and Disposal, Landscape Integrated with Aesthetic Education, Resilience, Adaptation and Disaster Mitigation","No",5,1,"Desire to learn more about sustainability, Course or program requirement","No","0.0",3,"Yes","Yes",3,3,"Yes","Once a week","International College of Innovation","On-campus","Female","International student","Undergraduate","2-3","","","",""
"2023-11-12 15:59:17",5,"LED lighting, Solar Panels, Recycling Bins, Electric Bus, Electric Scooter","I was not aware that NCCU has a Sustainability Working Group.","2.0",4,5,"Human induced climate change is occurring at some level, Humankind will die out if we don't live in tune with nature, Every time we use coal, oil or gas we contribute to climate change, My personal computer use contributes to climate change, Carbon dioxide is the primary gas responsible for the greenhouse effect, The government should take an active role in the global effort to curb the problem of rapid climate change, Environmental issues are very important to me","Low Carbon Campus (Emissions, Building, Dining, Transportation, Procurement), Energy Conservation and Renewables, Water Management, Waste Minimization and Disposal, Landscape Integrated with Aesthetic Education, Biodiversity Conservation, Resilience, Adaptation and Disaster Mitigation","No",4,2,"Interest in environmental issues, Desire to learn more about sustainability, To support campus sustainability initiatives, Social interaction with like-minded individuals","Yes","1.0",5,"No","Yes",2,2,"Yes","Once a week","College of Communication","On-campus","Female","International student","Master's Student","1-2","50,000-74,999","North America","PhD","Above 4"
"2023-11-01 14:07:43",4,"LED lighting, Solar Panels, Electric Bus","I was not aware that NCCU has a Sustainability Working Group.","1.0",1,2,"Humankind will die out if we don't live in tune with nature","Water Management, Waste Minimization and Disposal","No",1,0,"Interest in environmental issues","Yes","1.0",5,"No","Yes",3,2,"No","Never","International College of Innovation","On-campus","Male","Domestic student","Undergraduate","Less than 1","50,000-74,999","Eastern Asia","Bachelor's Degree","Above 4"
"2023-11-01 09:17:02",3,"Solar Panels, Recycling Bins, Electric Bus, Electric Scooter","I was not aware that NCCU has a Sustainability Working Group.","None",5,4,"Human induced climate change is occurring at some level, Humankind will die out if we don't live in tune with nature, Every time we use coal, oil or gas we contribute to climate change, My personal computer use contributes to climate change, Carbon dioxide is the primary gas responsible for the greenhouse effect, The government should take an active role in the global effort to curb the problem of rapid climate change, Environmental issues are very important to me","Energy Conservation and Renewables, Water Management, Waste Minimization and Disposal","Yes",2,0,"Course or program requirement","No","0.0",4,"No","No",4,1,"No","Never","International College of Innovation","On-campus","Female","International student","Undergraduate","1-2","25,000-49,999","Southeast Asia","Bachelor's Degree","Above 4"
